//==============================================================================================================================================//																																																											
//	MuDevs.com                                                                                                                                  																																																										
//	Season: S20.2-1                                                                                                                             																																																										
//	Update: Apr/22/2025                                                                                                                         																																																										
//	Editor: OMEGA 																																																										
//==============================================================================================================================================//																																																											
//ID	Name	Lvl	Dmg	Mana	BP	Range	Delay	ReqEne	ReqStr	ReqDex	ReqComd	ReqVity	Element	TypeEle	UseType	Brand	KillCount	ReqStatus0	ReqStatus1	ReqStatus2	DW	DK	FE	MG	DL	SU	RF	GL	RW	SL	GC	KM	LM	IK	AL	Rank	Group	ReqMLevelPoint	Stamina	SD	Duration	IconNumber	SkillType	WeaponSkill	isDamage	BuffIndexTarget	Target	TargetArea	ObstacleTarget	ChasingWithinRange	Vehicle	CheckEquipment	DivisionStat0	DivisionValue0	DivisionStat1	DivisionValue1	ImprintValue	AddDamage	DamageClassification
352	"Tinh Thông Kiếm 2 Tay"	0	41	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	56	1	0	0	0	52	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
353	"Tinh Thông Kiếm 1 Tay"	0	23	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	57	1	0	0	0	53	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
354	"Tinh Thông Chùy"	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	58	1	0	0	0	54	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
355	"Tinh Thông Thương"	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	59	1	0	0	0	55	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
356	"Cường Hóa Swell Life"	120	7	24	26	0	0	0	0	0	0	0	0	-1	4	48	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	4	60	1	0	0	0	56	1	0	0	8	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
357	"Giảm Tiêu Hao Mana"	0	18	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	4	61	1	0	0	0	57	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
358	"Quái Tấn Công Tăng SD"	0	11	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	4	62	1	0	0	0	58	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
359	"Quái Tấn Công Tăng HP"	0	6	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	4	63	1	0	0	0	59	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
360	"Thành Thạo Swell Life"	120	7	26	28	0	0	0	0	0	0	0	0	-1	4	356	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	5	60	1	0	0	0	60	1	0	0	135	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
361	"Tăng Sát Thương Tối Thiểu"	0	22	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	3	0	3	3	0	0	3	0	5	64	1	0	0	0	61	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
362	"Quái Tấn Công Tăng Mana"	0	6	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	5	65	1	0	0	0	62	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
363	"Tinh Thông Swell Life"	120	7	28	30	0	0	0	0	0	0	0	0	-1	4	360	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	60	1	0	0	0	63	1	0	0	136	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
364	"Tăng Sát Thương Tối Đa"	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	3	0	0	3	0	3	3	0	0	3	0	6	66	1	0	0	0	64	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
366	"Tăng Tỷ Lệ Sát Thương Chí Mạng"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	6	68	1	0	0	0	66	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
367	"Hồi Toàn Bộ Mana"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	7	69	1	0	0	0	67	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
368	"Hồi Toàn Bộ HP"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	7	70	1	0	0	0	68	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
369	"Tăng Tỷ Lệ Sát Thương Excellent"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	7	71	1	0	0	0	69	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
370	"Tăng Tỷ Lệ Sát Thương Gấp Đôi"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	8	72	1	0	0	0	70	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
371	"Tăng Tỷ Lệ Bỏ Qua Phòng Thủ"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	9	73	1	0	0	0	71	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
372	"Hồi Toàn Bộ SD"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	3	3	3	3	3	3	3	3	8	74	1	0	0	0	72	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
373	"Tăng Tỷ Lệ Sát Thương Gấp Ba"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	3	3	3	3	3	0	0	3	0	0	3	3	3	3	9	75	1	0	0	0	73	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
374	"Tăng Hấp Thụ Cánh Vĩnh Cửu"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	76	1	0	0	0	74	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
375	"Tăng Phòng Thủ Cánh Vĩnh Cửu"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	77	1	0	0	0	75	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
377	"Tăng Tấn Công Cánh Vĩnh Cửu"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	79	1	0	0	0	77	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
378	"Cường Hóa Flame"	35	17	55	0	6	0	160	0	0	0	0	6	1	4	5	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	3	2	80	1	0	0	0	78	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	120	0	0
379	"Cường Hóa Lightning"	13	40	20	0	6	0	72	0	0	0	0	6	1	4	3	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	3	2	81	1	0	0	0	79	0	0	2	0	0	0	0	0	0	0	3	40	-1	-1	180	0	0
380	"Tăng Sức Mạnh Expansion of Wizardry"	220	1	220	55	6	0	1058	0	0	0	0	0	1	4	233	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	3	0	3	2	82	1	0	0	0	80	1	0	2	138	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
381	"Cường Hóa Inferno"	88	4	220	0	4	0	724	0	0	0	0	6	1	4	14	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	3	3	83	1	0	0	0	81	0	0	2	0	1	1	0	1	0	0	3	90	-1	-1	110	0	0
382	"Cường Hóa Blast"	80	17	165	0	6	0	500	0	0	0	0	6	1	4	13	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	3	3	84	1	0	0	0	82	0	0	2	0	0	0	0	0	0	0	3	150	-1	-1	130	0	0
383	"Tinh Thông Expansion of Wizardry"	220	1	220	55	6	0	1058	0	0	0	0	0	1	4	380	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	3	0	3	3	82	1	0	0	0	83	1	0	0	139	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
384	"Cường Hóa Poison"	30	40	46	0	6	0	140	0	0	0	0	6	1	4	1	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	85	1	0	0	0	84	0	0	2	0	0	0	0	0	0	0	3	50	-1	-1	150	0	0
385	"Cường Hóa Evil Spirit"	50	4	108	0	6	0	220	0	0	0	0	6	1	4	9	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	4	86	1	0	0	0	85	0	0	2	0	1	0	0	0	0	0	3	150	-1	-1	110	0	0
386	"Tinh Thông Phép Thuật"	50	22	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	3	3	3	0	3	4	87	1	0	0	0	86	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
387	"Cường Hóa Decay"	96	17	120	10	6	0	953	0	0	0	0	6	1	4	38	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	4	88	1	0	0	0	87	0	0	2	0	1	0	0	0	0	0	3	100	-1	-1	110	0	0
388	"Cường Hóa Hellfire"	60	40	176	0	3	0	260	0	0	0	0	6	1	4	10	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	5	89	1	0	0	0	88	0	0	2	0	1	1	0	1	0	0	3	200	-1	-1	130	0	0
389	"Cường Hóa Ice"	25	40	42	0	6	0	120	0	0	0	0	6	1	4	7	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	3	0	3	5	90	1	0	0	0	89	0	0	2	0	0	0	0	0	0	0	3	45	-1	-1	150	0	0
390	"Cường Hóa Meteor"	21	40	13	0	6	0	104	0	0	0	0	6	1	4	2	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	6	210	1	0	0	0	90	0	0	2	0	0	0	0	0	0	0	3	45	-1	-1	190	0	0
391	"Cường Hóa Ice Storm"	93	17	110	5	6	0	849	0	0	0	0	6	1	4	39	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	3	6	92	1	0	0	0	91	0	0	2	0	1	0	0	0	0	0	3	90	-1	-1	115	0	0
392	"Cường Hóa Nova"	100	17	198	49	6	0	1052	0	0	0	0	6	1	4	40	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	3	0	0	3	7	93	1	0	0	0	92	0	0	2	0	1	1	0	1	0	0	-1	-1	-1	-1	160	0	0
393	"Tinh Thông Ice Storm"	93	22	110	5	6	0	849	0	0	0	0	6	1	4	391	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	7	92	1	0	0	0	93	0	0	0	0	1	0	0	0	0	0	3	90	-1	-1	115	0	0
394	"Tinh Thông Meteor"	21	1	14	0	6	0	104	0	0	0	0	6	1	4	390	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	3	8	210	1	0	0	0	95	0	0	0	0	0	0	0	0	0	0	3	45	-1	-1	190	0	0
395	"Cường Hóa Thi Triển Nova"	100	22	198	49	6	0	1052	0	0	0	0	6	1	4	58	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	93	1	0	0	0	92	0	0	2	0	1	1	0	1	0	0	-1	-1	-1	-1	160	0	0
397	"Cường Hóa Gậy 1 Tay"	0	22	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	2	96	1	0	0	0	97	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
398	"Cường Hóa Gậy 2 Tay"	0	42	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	97	1	0	0	0	98	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
399	"Cường Hóa Khiên"	0	10	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	2	98	1	0	0	0	99	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
400	"Tinh Thông Gậy 1 Tay"	0	23	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	99	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
401	"Tinh Thông Gậy 2 Tay"	0	42	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	100	1	0	0	0	101	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
402	"Tinh Thông Khiên"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	101	1	0	0	0	102	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
403	"Cường Hóa Soul Barrier"	77	7	77	24	6	0	408	0	0	0	0	0	1	4	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	102	1	0	0	0	103	1	0	0	4	3	0	0	0	0	0	-1	-1	-1	-1	100	0	0
404	"Thành Thạo Soul Barrier"	77	10	84	26	6	0	408	0	0	0	0	0	1	4	403	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	102	1	0	0	0	104	1	0	0	4	3	0	0	0	0	0	-1	-1	-1	-1	100	0	0
405	"Tăng Wizardry Tối Thiểu"	0	22	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	3	3	3	0	3	5	103	1	0	0	0	105	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
406	"Tinh Thông Soul Barrier"	77	7	92	28	6	0	408	0	0	0	0	0	1	4	404	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	102	1	0	0	0	106	1	0	0	140	3	0	0	0	0	0	-1	-1	-1	-1	100	0	0
407	"Tăng Wizardry Tối Đa"	0	3	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	3	0	0	3	0	0	0	0	3	0	3	3	3	0	3	6	104	1	0	0	0	107	0	0	2	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
409	"Tăng Hấp Thụ Cánh Ảo Ảnh"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	106	1	0	0	0	109	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
410	"Tăng Phòng Thủ Cánh Ảo Ảnh"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	107	1	0	0	0	110	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
411	"Cường Hóa Multi-Shot"	100	22	11	7	6	0	0	0	0	0	0	6	0	4	235	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	211	1	0	0	0	111	0	0	1	0	1	0	0	0	0	5	2	100	-1	-1	105	0	0
412	"Tăng Tấn Công Cánh Ảo Ảnh"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	109	1	0	0	0	112	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
413	"Cường Hóa Heal"	8	22	22	0	6	0	52	0	0	0	0	0	0	4	26	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	110	1	0	0	0	113	6	0	4	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
414	"Cường Hóa Triple Shot"	0	4	5	0	6	0	0	0	0	0	0	6	0	4	24	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	111	1	0	0	0	114	0	1	1	0	1	0	0	0	0	5	2	100	-1	-1	160	0	0
415	"Tăng Sức Mạnh Quái Triệu Hồi (1)"	0	16	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	112	1	0	0	0	115	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
416	"Cường Hóa Penetration"	130	17	10	11	6	0	0	0	0	0	0	6	0	4	52	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	113	1	0	0	0	116	0	0	1	0	1	0	2	0	0	5	2	200	-1	-1	130	0	0
417	"Cường Hóa Tăng Phòng Thủ"	13	22	33	0	6	0	72	0	0	0	0	0	-1	4	27	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	114	1	0	0	0	117	1	0	4	2	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
418	"Tinh Thông Triple Shot"	0	0	9	0	6	0	0	0	0	0	0	6	0	4	414	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	111	10	0	0	0	118	0	1	0	0	1	0	0	0	0	5	2	100	-1	-1	160	0	0
419	"Tăng Sức Mạnh Quái Triệu Hồi (2)"	0	16	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	115	1	0	0	0	119	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
420	"Cường Hóa Tăng Tấn Công"	18	22	44	0	6	0	92	0	0	0	0	0	-1	4	28	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	116	1	0	0	0	120	1	0	4	1	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
421	"Tinh Thông Vũ Khí"	0	22	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	117	1	0	0	0	121	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
422	"Tinh Thông Tăng Tấn Công"	18	22	48	0	6	0	92	0	0	0	0	0	-1	4	420	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	116	1	0	0	0	122	1	0	4	1	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
423	"Tinh Thông Tăng Phòng Thủ"	13	22	36	0	6	0	72	0	0	0	0	0	-1	4	417	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	114	1	0	0	0	123	1	0	4	2	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
424	"Cường Hóa Ice Arrow"	0	22	15	18	8	0	0	0	646	0	0	6	0	4	51	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	118	1	0	0	0	124	0	0	1	0	0	0	0	0	0	5	2	150	-1	-1	115	0	0
425	"Giải Độc"	0	0	72	10	6	3000	0	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	6	119	10	0	0	0	125	3	0	0	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
426	"Hồi Máu Tổ Đội"	0	0	266	12	6	0	20	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	120	10	0	0	0	126	6	0	4	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
427	"Mũi Tên Độc"	0	27	50	50	6	1000	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	121	10	0	0	0	127	0	0	0	0	0	0	0	0	0	5	2	100	-1	-1	165	0	0
428	"Tăng Sức Mạnh Quái Triệu Hồi (3)"	0	16	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	122	1	0	0	0	128	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
429	"Cường Hóa Hồi Máu Tổ Đội"	0	22	272	13	6	0	20	0	0	0	0	0	-1	4	426	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	120	1	0	0	0	129	6	0	4	0	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
430	"Phúc Lành"	0	0	108	18	6	3000	20	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	123	10	0	0	300	130	1	0	4	142	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
431	"Tinh Thông Multi-Shot"	100	1	12	8	6	0	0	0	0	0	0	6	0	4	411	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	211	1	0	0	0	243	0	0	0	0	1	0	0	0	0	5	2	100	-1	-1	105	0	0
432	"Triệu Hồi Satyros"	0	0	525	52	6	0	300	0	0	0	0	0	-1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	125	10	0	0	0	132	4	0	0	0	1	1	0	1	0	0	-1	-1	-1	-1	100	0	0
433	"Cường Hóa Bless"	0	10	118	20	6	3000	20	0	0	0	0	0	-1	4	430	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	123	1	0	0	300	133	1	0	4	142	4	0	0	0	0	0	-1	-1	-1	-1	100	0	0
434	"Cường Hóa Poison Arrow"	0	40	50	50	6	500	0	0	0	0	0	6	0	4	427	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	121	1	0	0	0	131	0	0	1	0	0	0	0	0	0	5	2	100	-1	-1	165	0	0
435	"Cường Hóa Cung"	0	3	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	126	1	0	0	0	135	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
436	"Cường Hóa Nỏ"	0	4	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	127	1	0	0	0	136	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
437	"Cường Hóa Khiên"	0	10	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	128	1	0	0	0	137	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
438	"Tinh Thông Cung"	0	23	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	129	1	0	0	0	138	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
439	"Tinh Thông Nỏ"	0	5	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	130	1	0	0	0	139	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
440	"Tinh Thông Khiên"	0	15	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	131	1	0	0	0	140	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
441	"Cường Hóa Infinity Arrow"	220	1	55	11	0	0	0	0	0	0	0	0	-1	4	77	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	132	1	0	0	0	141	1	0	0	143	2	1	0	1	0	0	-1	-1	-1	-1	100	0	0
442	"Tăng Sát Thương Tối Thiểu"	0	22	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	133	1	0	0	0	61	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
443	"Tăng Sát Thương Tối Đa"	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	134	1	0	0	0	143	0	0	1	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
445	"Tăng Hấp Thụ Cánh Không Gian"	0	38	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	136	1	0	0	0	145	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
446	"Tăng Phòng Thủ Cánh Không Gian"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	137	1	0	0	0	146	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
447	"Tăng Tấn Công Cánh Không Gian"	0	17	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	138	1	0	0	0	147	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
451	"Tinh Thông Sách Lửa"	0	7	0	0	0	1000	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	139	1	0	0	0	151	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
452	"Tinh Thông Sách Đất"	0	1	0	0	0	0	0	0	0	0	0	0	-1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	140	1	0	0	3	152	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
453	"Tinh Thông Sách Gió"	0	7	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	141	1	0	0	0	153	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
454	"Cường Hóa Sleep"	40	1	30	7	6	0	180	0	0	0	0	0	1	4	219	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	142	1	0	0	0	154	2	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	100	0	0
455	"Cường Hóa Chain Lightning"	75	22	103	0	6	0	245	0	0	0	0	6	1	4	215	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	143	1	0	0	0	155	0	0	2	0	0	0	0	0	0	0	3	200	-1	-1	105	0	0
